Supplier_ID;Product_Category;Month;Order Value USD;Performance_Quality_Score;Financial_Risk_Score_Quarterly;Nachhaltigkeitsscore;Standards Risks_Score;Risikoscore Political
S12;Food;2023-11; 14 729,35 ;0,092033236;0,26477291;0,3059;0,2;0,48557661
S12;Machinery;2023-04; 66 155,21 ;0,132942326;0,311502193;0,3137;0,4;0,28337446
S12;Machinery;2023-05; 14 857,25 ;0,157575758;0,311502193;0,3137;0,4;0,30178102
S12;Machinery;2023-08; 23 959,10 ;0,16427175;0,307342137;0,3137;0,4;0,52340736
S12;Machinery;2023-09; 47 514,28 ;0,358462854;0,307342137;0,3137;0,4;0,5967078
S12;Machinery;2023-11; 54 595,96 ;0,162600196;0,26477291;0,3137;0,4;0,48557661
S12;Pharma;2023-03; 13 884,47 ;0,06402737;0,294197899;0,2519;0,3;0,36814859
S12;Pharma;2023-04; 25 405,06 ;0,163734115;0,311502193;0,2519;0,3;0,28337446
S12;Pharma;2023-05; 4 052,90 ;0,574633431;0,311502193;0,2519;0,3;0,30178102
S12;Pharma;2023-06; 35 275,75 ;0,197360704;0,311502193;0,2519;0,3;0,35147487
S12;Pharma;2023-11; 48 193,21 ;0,208357771;0,26477291;0,2519;0,3;0,48557661
S12;Textiles;2023-02; 22 393,54 ;0,070918866;0,294197899;0,348;0,4;0,23814873
S12;Textiles;2023-05; 991,23 ;0,090175953;0,311502193;0,348;0,4;0,30178102
S12;Textiles;2023-06; 18 940,40 ;0,604349951;0,311502193;0,348;0,4;0,35147487
S12;Textiles;2023-08; 52 921,26 ;0,50242913;0,307342137;0,348;0,4;0,52340736
S12;Textiles;2023-10; 8 553,64 ;0,532795699;0,26477291;0,348;0,4;0,54919923
S12;Textiles;2023-11; 29 046,77 ;0,172531769;0,26477291;0,348;0,4;0,48557661
S13;Electronics;2023-01; 73 595,96 ;0,301637341;0,40986214;0,4725;0,5;0,20624843
S13;Food;2023-01; 10 361,16 ;0,160997067;0,40986214;0,4348;0,4;0,20624843
S13;Food;2023-04; 49 945,18 ;0,065933529;0,449511075;0,4348;0,4;0,47128027
S13;Food;2023-05; 49 008,44 ;0,603005865;0,449511075;0,4348;0,4;0,36385843
S13;Food;2023-09; 11 113,12 ;0,503103617;0,424301533;0,4348;0,4;0,39009953
S13;Food;2023-12; 24 304,06 ;0,06886608;0,406747449;0,4348;0,4;0,82499133
S13;Machinery;2023-05; 22 944,22 ;0,123450635;0,449511075;0,5268;0,7;0,36385843
S13;Machinery;2023-07; 25 269,86 ;0,052639296;0,424301533;0,5268;0,7;0,66446907
S13;Machinery;2023-08; 23 412,74 ;0,086094819;0,424301533;0,5268;0,7;0,62832864
S13;Machinery;2023-10; 15 494,33 ;0,271358749;0,406747449;0,5268;0,7;0,56951902
S13;Machinery;2023-11; 5 715,56 ;0,074046921;0,406747449;0,5268;0,7;0,71857197
S13;Machinery;2023-12; 25 935,80 ;0,474780059;0,406747449;0,5268;0,7;0,82499133
S13;Pharma;2023-05; 70 679,70 ;0,358829423;0,449511075;0,4306;0,6;0,36385843
S13;Pharma;2023-07; 19 963,16 ;0,223020528;0,424301533;0,4306;0,6;0,66446907
S13;Pharma;2023-08; 48 491,64 ;0,482284946;0,424301533;0,4306;0,6;0,62832864
S13;Pharma;2023-09; 111 557,01 ;0,43187845;0,424301533;0,4306;0,6;0,39009953
S13;Pharma;2023-11; 32 607,63 ;0,749022483;0,406747449;0,4306;0,6;0,71857197
S13;Textiles;2023-09; 10 193,74 ;0,170527859;0,424301533;0,4987;0,6;0,39009953
S13;Textiles;2023-11; 13 911,66 ;0,091006843;0,406747449;0,4987;0,6;0,71857197
S14;Electronics;2023-04; 37 545,03 ;0,073655914;0,499749827;0,5814;0,2;0,42727946
S14;Electronics;2023-05; 48 026,71 ;0,115664712;0,499749827;0,5814;0,2;0,3208988
S14;Electronics;2023-11; 37 951,33 ;0,344384164;0,549798179;0,5814;0,2;0,48214795
S14;Food;2023-03; 46 492,41 ;0,481671554;0,516019244;0,5467;0,2;0,45920672
S14;Food;2023-04; 72 169,63 ;0,111793744;0,499749827;0,5467;0,2;0,42727946
S14;Food;2023-05; 34 002,65 ;0,78726784;0,499749827;0,5467;0,2;0,3208988
S14;Food;2023-08; 16 563,33 ;0,172727273;0,597980476;0,5467;0,2;0,26980429
S14;Machinery;2023-01; 7 124,50 ;0,843059629;0,516019244;0,6041;0,3;0,62890166
S14;Machinery;2023-03; 19 940,17 ;0,632649071;0,516019244;0,6041;0,3;0,45920672
S14;Machinery;2023-04; 42 972,15 ;0,206940371;0,499749827;0,6041;0,3;0,42727946
S14;Machinery;2023-07; 43 743,12 ;0,485056207;0,597980476;0,6041;0,3;0,28417623
S14;Machinery;2023-08; 67 428,03 ;0,303110948;0,597980476;0,6041;0,3;0,26980429
S14;Machinery;2023-09; 5 084,96 ;0,098680352;0,597980476;0,6041;0,3;0,30870431
S14;Machinery;2023-12; 30 044,17 ;0,548069404;0,549798179;0,6041;0,3;0,44093036
S14;Pharma;2023-02; 3 204,40 ;0,530669599;0,516019244;0,5533;0,3;0,42104489
S14;Pharma;2023-04; 35 391,11 ;0,081329423;0,499749827;0,5533;0,3;0,42727946
S14;Pharma;2023-05; 17 014,61 ;0,160654936;0,499749827;0,5533;0,3;0,3208988
S14;Pharma;2023-08; 1 065,19 ;0,136412512;0,597980476;0,5533;0,3;0,26980429
S14;Pharma;2023-10; 13 581,68 ;0,131989247;0,549798179;0,5533;0,3;0,44467006
S14;Pharma;2023-11; 44 835,90 ;0,058944282;0,549798179;0,5533;0,3;0,48214795
S14;Pharma;2023-12; 46 806,85 ;0,367617302;0,549798179;0,5533;0,3;0,44093036
S14;Textiles;2023-08; 13 934,76 ;0,233479961;0,597980476;0,6076;0,2;0,26980429
S14;Textiles;2023-10; 14 571,57 ;0,121358749;0,549798179;0,6076;0,2;0,44467006
S14;Textiles;2023-11; 20 393,42 ;0,487512219;0,549798179;0,6076;0,2;0,48214795
S14;Textiles;2023-12; 25 280,90 ;0,554496579;0,549798179;0,6076;0,2;0,44093036
S15;Electronics;2023-03; 48 157,03 ;0,187585533;0,634876774;0,6628;1;0,48516614
S15;Electronics;2023-05; 21 207,53 ;0,183699902;0,640920101;0,6628;1;0,3890917
S15;Electronics;2023-10; 13 646,35 ;0,181427175;0,655525924;0,6628;1;0,67873961
S15;Electronics;2023-12; 29 677,97 ;0,672262952;0,655525924;0,6628;1;0,60394445
S15;Food;2023-03; 22 659,83 ;0,527272727;0,634876774;0,6488;1;0,48516614
S15;Food;2023-04; 66 326,69 ;0,551124145;0,640920101;0,6488;1;0,36314411
S15;Food;2023-06; 5 198,44 ;0,176148583;0,640920101;0,6488;1;0,35446782
S15;Food;2023-08; 40 799,22 ;0,61297654;0,680996852;0,6488;1;0,64148829
S15;Machinery;2023-01; 5 356,42 ;0,149608993;0,634876774;0,743;1;0,49695702
S15;Machinery;2023-04; 25 528,89 ;0,739711632;0,640920101;0,743;1;0,36314411
S15;Machinery;2023-06; 18 172,95 ;0,010654936;0,640920101;0,743;1;0,35446782
S15;Machinery;2023-09; 20 478,25 ;0,50872434;0,680996852;0,743;1;0,53566328
S15;Machinery;2023-12; 12 003,02 ;0,684115347;0,655525924;0,743;1;0,60394445
S15;Pharma;2023-01; 86 314,59 ;0,412192082;0,634876774;0,6013;1;0,49695702
S15;Pharma;2023-12; 28 421,66 ;0,126490714;0,655525924;0,6013;1;0,60394445
S15;Textiles;2023-04; 3 789,93 ;0,562512219;0,640920101;0,7113;1;0,36314411
S15;Textiles;2023-05; 34 587,27 ;0,151906158;0,640920101;0,7113;1;0,3890917
S15;Textiles;2023-07; 12 454,08 ;0,567986315;0,680996852;0,7113;1;0,5627309
S15;Textiles;2023-12; 5 517,96 ;0,164125122;0,655525924;0,7113;1;0,60394445
S16;Electronics;2023-01; 20 442,23 ;0,218621701;0,472877416;0,6628;1;0,49695702
S16;Electronics;2023-02; 32 641,46 ;0,153910068;0,472877416;0,6628;1;0,43219389
S16;Electronics;2023-03; 64 244,73 ;0,318482405;0,472877416;0,6628;1;0,48516614
S16;Electronics;2023-04; 12 399,75 ;0,139638319;0,455017373;0,6628;1;0,36314411
S16;Electronics;2023-05; 13 745,84 ;0,628030303;0,455017373;0,6628;1;0,3890917
S16;Electronics;2023-06; 46 397,04 ;0,419908765;0,455017373;0,6628;1;0,35446782
S16;Electronics;2023-07; 21 666,27 ;0,453030303;0,397503398;0,6628;1;0,5627309
S16;Electronics;2023-12; 38 812,57 ;0,141593353;0,428648501;0,6628;1;0,60394445
S16;Food;2023-03; 39 570,00 ;0,073607038;0,472877416;0,6488;1;0,48516614
S16;Food;2023-04; 15 495,08 ;0,191300098;0,455017373;0,6488;1;0,36314411
S16;Food;2023-05; 20 201,26 ;0,520650049;0,455017373;0,6488;1;0,3890917
S16;Food;2023-08; 27 646,75 ;0,072727273;0,397503398;0,6488;1;0,64148829
S16;Food;2023-09; 24 943,80 ;0,1785435;0,397503398;0,6488;1;0,53566328
S16;Food;2023-10; 21 526,55 ;0,385505865;0,428648501;0,6488;1;0,67873961
S16;Food;2023-11; 35 207,91 ;0,109921799;0,428648501;0,6488;1;0,54955598
S16;Food;2023-12; 31 305,99 ;0,095894428;0,428648501;0,6488;1;0,60394445
S16;Machinery;2023-02; 16 602,11 ;0,628152493;0,472877416;0,743;1;0,43219389
S16;Machinery;2023-03; 48 358,85 ;0,643132942;0,472877416;0,743;1;0,48516614
S16;Machinery;2023-04; 117 357,61 ;0,490503698;0,455017373;0,743;1;0,36314411
S16;Machinery;2023-08; 12 548,14 ;0,532331378;0,397503398;0,743;1;0,64148829
S16;Machinery;2023-11; 59 757,57 ;0,209360809;0,428648501;0,743;1;0,54955598
S16;Machinery;2023-12; 7 446,06 ;0,032062561;0,428648501;0,743;1;0,60394445
S16;Pharma;2023-01; 54 173,65 ;0,290770557;0,472877416;0,6013;1;0,49695702
S16;Pharma;2023-03; 40 100,17 ;0,578225806;0,472877416;0,6013;1;0,48516614
S16;Pharma;2023-05; 33 003,24 ;0,443914956;0,455017373;0,6013;1;0,3890917
S16;Pharma;2023-06; 27 147,43 ;0,616764418;0,455017373;0,6013;1;0,35446782
S16;Textiles;2023-02; 13 036,98 ;0,500562072;0,472877416;0,7113;1;0,43219389
S16;Textiles;2023-05; 17 766,62 ;0,199120235;0,455017373;0,7113;1;0,3890917
S16;Textiles;2023-07; 13 633,64 ;0,12971652;0,397503398;0,7113;1;0,5627309
S16;Textiles;2023-08; 45 952,83 ;0,038318671;0,397503398;0,7113;1;0,64148829
S16;Textiles;2023-10; 33 496,72 ;0,177761486;0,428648501;0,7113;1;0,67873961
S16;Textiles;2023-12; 20 651,77 ;0,103128055;0,428648501;0,7113;1;0,60394445
S17;Electronics;2023-04; 5 716,96 ;0,654105572;0,415043668;0,288;0;0,45041658
S17;Electronics;2023-05; 32 210,45 ;0,161070381;0,415043668;0,288;0;0,49656506
S17;Electronics;2023-06; 26 076,57 ;0,200366569;0,415043668;0,288;0;0,31698709
S17;Electronics;2023-08; 993,95 ;0,642546432;0,497988656;0,288;0;0,48615589
S17;Electronics;2023-09; 77 946,72 ;0,056671554;0,497988656;0,288;0;0,50830088
S17;Electronics;2023-10; 15 545,15 ;0,493768328;0,46095633;0,288;0;0,57175634
S17;Electronics;2023-12; 41 725,10 ;0,195845552;0,46095633;0,288;0;0,53225831
S17;Food;2023-06; 3 917,77 ;0,072043011;0,415043668;0,2754;0;0,31698709
S17;Food;2023-07; 71 258,01 ;0,102174976;0,497988656;0,2754;0;0,40293321
S17;Food;2023-09; 30 103,48 ;0,183455523;0,497988656;0,2754;0;0,50830088
S17;Food;2023-11; 36 057,39 ;0,168572825;0,46095633;0,2754;0;0,59073233
S17;Machinery;2023-02; 61 112,08 ;0,39063783;0,469957057;0,3103;0;0,22408182
S17;Machinery;2023-03; 26 620,03 ;0,49516129;0,469957057;0,3103;0;0,31209306
S17;Machinery;2023-05; 21 120,01 ;0,580865103;0,415043668;0,3103;0;0,49656506
S17;Machinery;2023-06; 21 920,09 ;0,088172043;0,415043668;0,3103;0;0,31698709
S17;Machinery;2023-08; 42 821,21 ;0,202883675;0,497988656;0,3103;0;0,48615589
S17;Pharma;2023-01; 42 244,65 ;0,159481916;0,469957057;0,2532;0;0,17915831
S17;Pharma;2023-03; 15 179,72 ;0,059384164;0,469957057;0,2532;0;0,31209306
S17;Pharma;2023-07; 44 606,30 ;0,228453079;0,497988656;0,2532;0;0,40293321
S17;Pharma;2023-10; 21 973,96 ;0,660434995;0,46095633;0,2532;0;0,57175634
S17;Pharma;2023-12; 19 775,54 ;0,424633431;0,46095633;0,2532;0;0,53225831
S17;Textiles;2023-06; 97 235,07 ;0,648240469;0,415043668;0,3321;0;0,31698709
S17;Textiles;2023-07; 4 919,83 ;0,112121212;0,497988656;0,3321;0;0,40293321
S17;Textiles;2023-10; 16 943,46 ;0,186412512;0,46095633;0,3321;0;0,57175634
S18;Electronics;2023-03; 47 598,79 ;0,567521994;0,450557324;0,375;0;0,4592466
S18;Electronics;2023-04; 38 879,63 ;0,465542522;0,403212738;0,375;0;0,56031868
S18;Electronics;2023-05; 26 141,40 ;0,236510264;0,403212738;0,375;0;0,60615315
S18;Electronics;2023-10; 38 171,37 ;0,66014174;0,449027998;0,375;0;0,42817427
S18;Electronics;2023-11; 30 601,64 ;0,427179863;0,449027998;0,375;0;0,53975639
S18;Food;2023-01; 33 039,32 ;0,074608993;0,450557324;0,4013;0;0,34574577
S18;Food;2023-08; 12 717,78 ;0,612634409;0,39719835;0,4013;0;0,47062806
S18;Food;2023-11; 23 156,13 ;0,513074291;0,449027998;0,4013;0;0,53975639
S18;Machinery;2023-01; 49 294,70 ;0,433282014;0,450557324;0,4145;0;0,34574577
S18;Machinery;2023-03; 18 044,03 ;0,615224829;0,450557324;0,4145;0;0,4592466
S18;Machinery;2023-04; 39 295,04 ;0,142130987;0,403212738;0,4145;0;0,56031868
S18;Machinery;2023-05; 53 621,75 ;0,076001955;0,403212738;0,4145;0;0,60615315
S18;Machinery;2023-11; 35 532,21 ;0,183773216;0,449027998;0,4145;0;0,53975639
S18;Pharma;2023-01; 14 409,72 ;0,157624633;0,450557324;0,3618;0;0,34574577
S18;Pharma;2023-06; 35 228,40 ;0,338602151;0,403212738;0,3618;0;0,57250529
S18;Pharma;2023-08; 18 444,65 ;0,217159472;0,39719835;0,3618;0;0,47062806
S18;Textiles;2023-05; 18 779,40 ;0,222776149;0,403212738;0,3882;0;0,60615315
S18;Textiles;2023-06; 10 350,11 ;0,123216031;0,403212738;0,3882;0;0,57250529
S18;Textiles;2023-07; 37 794,68 ;0,073069404;0,39719835;0,3882;0;0,60629882
S18;Textiles;2023-08; 14 972,96 ;0,461143695;0,39719835;0,3882;0;0,47062806
S18;Textiles;2023-09; 35 011,86 ;0,698484848;0,39719835;0,3882;0;0,45950501
S18;Textiles;2023-12; 9 489,89 ;0,003812317;0,449027998;0,3882;0;0,51505165
S19;Electronics;2023-06; 31 309,48 ;0,124193548;0,221898289;0,4725;0,3;0,41233626
S19;Electronics;2023-09; 45 137,81 ;0,082062561;0,21181498;0,4725;0,3;0,39009953
S19;Electronics;2023-10; 39 268,32 ;0,513220919;0,199508557;0,4725;0,3;0,56951902
S19;Electronics;2023-12; 23 253,41 ;0,071749756;0,199508557;0,4725;0,3;0,82499133
S19;Food;2023-03; 3 841,38 ;0,031867058;0,198685454;0,4348;0,2;0,27292397
S19;Food;2023-06; 20 891,93 ;0,15542522;0,221898289;0,4348;0,2;0,41233626
S19;Food;2023-07; 39 012,25 ;0,040078201;0,21181498;0,4348;0,2;0,66446907
S19;Food;2023-10; 44 919,61 ;0,663367546;0,199508557;0,4348;0,2;0,56951902
S19;Machinery;2023-01; 44 845,77 ;0,630388563;0,198685454;0,5268;0,4;0,20624843
S19;Machinery;2023-05; 10 993,71 ;0,243841642;0,221898289;0,5268;0,4;0,36385843
S19;Machinery;2023-06; 83 591,84 ;0,381678886;0,221898289;0,5268;0,4;0,41233626
S19;Machinery;2023-07; 37 986,86 ;0,165786901;0,21181498;0,5268;0,4;0,66446907
S19;Machinery;2023-09; 33 554,15 ;0,087878788;0,21181498;0,5268;0,4;0,39009953
S19;Machinery;2023-10; 572,95 ;0,019550342;0,199508557;0,5268;0,4;0,56951902
S19;Pharma;2023-03; 70 921,39 ;0,339391496;0,198685454;0,4306;0,3;0,27292397
S19;Pharma;2023-08; 4 247,14 ;0,469305963;0,21181498;0,4306;0,3;0,62832864
S19;Pharma;2023-11; 33 786,79 ;0,175610948;0,199508557;0,4306;0,3;0,71857197
S19;Textiles;2023-01; 79 888,04 ;0,060508309;0,198685454;0,4987;0,4;0,20624843
S19;Textiles;2023-02; 22 002,96 ;0,131867058;0,198685454;0,4987;0,4;0,42650459
S19;Textiles;2023-04; 30 583,73 ;0,153519062;0,221898289;0,4987;0,4;0,47128027
S19;Textiles;2023-05; 36 854,97 ;0,188611926;0,221898289;0,4987;0,4;0,36385843
S19;Textiles;2023-08; 5 023,88 ;0,251319648;0,21181498;0,4987;0,4;0,62832864
S19;Textiles;2023-12; 44 575,27 ;0,080107527;0,199508557;0,4987;0,4;0,82499133
S2;Electronics;2023-01; 92 386,59 ;0,185508309;0,359053027;0,375;0,5;0,34574577
S2;Electronics;2023-02; 3 807,66 ;0,509728739;0,359053027;0,375;0,5;0,35011977
S2;Electronics;2023-03; 31 370,61 ;0,15742913;0,359053027;0,375;0,5;0,4592466
S2;Electronics;2023-08; 40 507,64 ;0,156353861;0,357750183;0,375;0,5;0,47062806
S2;Electronics;2023-09; 18 165,86 ;0,104105572;0,357750183;0,375;0,5;0,45950501
S2;Electronics;2023-10; 45 440,99 ;0,58726784;0,347861189;0,375;0,5;0,42817427
S2;Electronics;2023-11; 16 220,55 ;0,063000978;0,347861189;0,375;0,5;0,53975639
S2;Food;2023-02; 17 594,43 ;0,152419355;0,359053027;0,4013;0,4;0,35011977
S2;Food;2023-08; 31 797,97 ;0,112365591;0,357750183;0,4013;0,4;0,47062806
S2;Food;2023-09; 4 168,22 ;0,248533724;0,357750183;0,4013;0,4;0,45950501
S2;Food;2023-11; 17 112,72 ;0,552443793;0,347861189;0,4013;0,4;0,53975639
S2;Machinery;2023-01; 13 736,40 ;0,079814272;0,359053027;0,4145;0,7;0,34574577
S2;Machinery;2023-05; 38 442,49 ;0,546309873;0,340803731;0,4145;0,7;0,60615315
S2;Machinery;2023-07; 11 905,62 ;0,450635386;0,357750183;0,4145;0,7;0,60629882
S2;Machinery;2023-08; 27 859,00 ;0,059188661;0,357750183;0,4145;0,7;0,47062806
S2;Machinery;2023-10; 26 248,41 ;0,079814272;0,347861189;0,4145;0,7;0,42817427
S2;Pharma;2023-06; 12 093,07 ;0,430180841;0,340803731;0,3618;0,6;0,57250529
S2;Pharma;2023-07; 25 402,66 ;0,486656891;0,357750183;0,3618;0,6;0,60629882
S2;Pharma;2023-09; 25 255,58 ;0,405791789;0,357750183;0,3618;0,6;0,45950501
